"Test","p_value"
"Interaction AB",0.4608
"Interaction AB",0.3414
"Interaction AB",0.1385
"Interaction AB",0.1998
"Interaction AB",0.3694
"Interaction AB",0.7612
"Interaction AB",0.6387
"Interaction AB",0.00590000000000002
"Interaction AB",0.8248
"Interaction AB",0.3424
"Interaction AB",0.4901
"Interaction AB",0.8066
"Interaction AB",0.6903
"Interaction AB",0.6884
"Interaction AB",0.0653
"Interaction AB",0.7441
"Interaction AB",0.958
"Interaction AB",0.7045
"Interaction AB",0.4989
"Interaction AB",0.6949
"Interaction AB",0.8037
"Interaction AB",0.551
"Interaction AB",0.7843
"Interaction AB",0.4267
"Interaction AB",0.4077
"Interaction AB",0.1448
"Interaction AB",0.681
"Interaction AB",0.1288
"Interaction AB",0.6864
"Interaction AB",0.5591
"Interaction AB",0.8244
"Interaction AB",0.9028
"Interaction AB",0.8452
"Interaction AB",0.2617
"Interaction AB",0.0591
"Interaction AB",0.0852000000000001
"Interaction AB",0.3903
"Interaction AB",0.7368
"Interaction AB",0.0553
"Interaction AB",0.9944
"Interaction AB",0.6026
"Interaction AB",0.2749
"Interaction AB",0.2609
"Interaction AB",0.6917
"Interaction AB",0.0235
"Interaction AB",0.012
"Interaction AB",0.7656
"Interaction AB",0.638
"Interaction AB",0.193
"Interaction AB",0.2721
"Interaction AB",0.8488
"Interaction AB",0.4641
"Interaction AB",0.4039
"Interaction AB",0.4968
"Interaction AB",0.4222
"Interaction AB",0.9651
"Interaction AB",0.8062
"Interaction AB",0.4503
"Interaction AB",0.4756
"Interaction AB",0.9039
"Interaction AB",0.2503
"Interaction AB",0.2511
"Interaction AB",0.6649
"Interaction AB",0.7538
"Interaction AB",0.4139
"Interaction AB",0.6769
"Interaction AB",0.5975
"Interaction AB",0.398
"Interaction AB",0.6141
"Interaction AB",0.2928
"Interaction AB",0.955
"Interaction AB",0.9231
"Interaction AB",0.2019
"Interaction AB",0.2938
"Interaction AB",0.6037
"Interaction AB",0.4833
"Interaction AB",0.2947
"Interaction AB",0.2044
"Interaction AB",0.6319
"Interaction AB",0.0145
"Interaction AB",0.1689
"Interaction AB",0.1431
"Interaction AB",0.7742
"Interaction AB",0.4444
"Interaction AB",0.3053
"Interaction AB",0.0974
"Interaction AB",0.535
"Interaction AB",0.0817
"Interaction AB",0.1577
"Interaction AB",0.424
"Interaction AB",0.1023
"Interaction AB",0.2444
"Interaction AB",0.1999
"Interaction AB",0.218
"Interaction AB",0.414
"Interaction AB",0.3024
"Interaction AB",0.9408
"Interaction AB",0.0955
"Interaction AB",0.9645
"Interaction AB",0.2526
"Interaction AB",0.6938
"Interaction AB",0.8313
"Interaction AB",0.329
"Interaction AB",0.0743
"Interaction AB",0.9054
"Interaction AB",0.2315
"Interaction AB",0.7225
"Interaction AB",0.6379
"Interaction AB",0.745
"Interaction AB",0.7041
"Interaction AB",0.6744
"Interaction AB",0.3062
"Interaction AB",0.5704
"Interaction AB",0.2682
"Interaction AB",0.493
"Interaction AB",0.8382
"Interaction AB",0.7355
"Interaction AB",0.8324
"Interaction AB",0.7431
"Interaction AB",0.0525
"Interaction AB",0.8228
"Interaction AB",0.971
"Interaction AB",0.9454
"Interaction AB",0.2694
"Interaction AB",0.9211
"Interaction AB",0.8431
"Interaction AB",0.3452
"Interaction AB",0.9423
"Interaction AB",0.8384
"Interaction AB",0.6033
"Interaction AB",0.6731
"Interaction AB",0.3162
"Interaction AB",0.6825
"Interaction AB",0.3804
"Interaction AB",0.4017
"Interaction AB",0.8607
"Interaction AB",0.2385
"Interaction AB",0.1723
"Interaction AB",0.3936
"Interaction AB",0.1434
"Interaction AB",0.7861
"Interaction AB",0.5012
"Interaction AB",0.2977
"Interaction AB",0.8999
"Interaction AB",0.6393
"Interaction AB",0.2782
"Interaction AB",0.7167
"Interaction AB",0.0159
"Interaction AB",0.3408
"Interaction AB",0.4594
"Interaction AB",0.5169
"Interaction AB",0.7937
"Interaction AB",0.7059
"Interaction AB",0.0964
"Interaction AB",0.9782
"Interaction AB",0.934
"Interaction AB",0.5092
"Interaction AB",0.6218
"Interaction AB",0.8412
"Interaction AB",0.4579
"Interaction AB",0.278
"Interaction AB",0.1106
"Interaction AB",0.4422
"Interaction AB",0.5244
"Interaction AB",0.4607
"Interaction AB",0.7074
"Interaction AB",0.4628
"Interaction AB",0.528
"Interaction AB",0.9227
"Interaction AB",0.2093
"Interaction AB",0.5266
"Interaction AB",0.7427
"Interaction AB",0.1697
"Interaction AB",0.4591
"Interaction AB",0.3255
"Interaction AB",0.2483
"Interaction AB",0.9306
"Interaction AB",0.1513
"Interaction AB",0.4283
"Interaction AB",0.2339
"Interaction AB",0.9865
"Interaction AB",0.8303
"Interaction AB",0.452
"Interaction AB",0.39
"Interaction AB",0.7246
"Interaction AB",0.6884
"Interaction AB",0.9059
"Interaction AB",0.4821
"Interaction AB",0.31
"Interaction AB",0.3891
"Interaction AB",0.9784
"Interaction AB",0.1221
"Interaction AB",0.752
"Interaction AB",0.5533
"Interaction AB",0.8416
"Interaction AB",0.0856
"Interaction AB",0.0748
"Interaction AB",0.0576
"Interaction AB",0.2307
"Interaction AB",0.7921
"Interaction AB",0.655
"Interaction AB",0.8694
"Interaction AB",0.9645
"Interaction AB",0.6416
"Interaction AB",0.344
"Interaction AB",0.2369
"Interaction AB",0.1194
"Interaction AB",0.8986
"Interaction AB",0.4989
"Interaction AB",0.4289
"Interaction AB",0.7417
"Interaction AB",0.1295
"Interaction AB",0.1427
"Interaction AB",0.954
"Interaction AB",0.2473
"Interaction AB",0.9189
"Interaction AB",0.5419
"Interaction AB",0.8832
"Interaction AB",0.84
"Interaction AB",0.4699
"Interaction AB",0.8567
"Interaction AB",0.9546
"Interaction AB",0.3071
"Interaction AB",0.4975
"Interaction AB",0.0605
"Interaction AB",0.6628
"Interaction AB",0.6819
"Interaction AB",0.3735
"Interaction AB",0.4797
"Interaction AB",0.9218
"Interaction AB",0.8263
"Interaction AB",0.00739999999999996
"Interaction AB",0.2384
"Interaction AB",0.0622
"Interaction AB",0.7217
"Interaction AB",0.3622
"Interaction AB",0.6056
"Interaction AB",0.9636
"Interaction AB",0.843
"Interaction AB",0.5984
"Interaction AB",0.7691
"Interaction AB",0.0997
"Interaction AB",0.2379
"Interaction AB",0.4568
"Interaction AB",0.9529
"Interaction AB",0.3582
"Interaction AB",0.1718
"Interaction AB",0.8951
"Interaction AB",0.3837
"Interaction AB",0.0671
"Interaction AB",0.4227
"Interaction AB",0.9189
"Interaction AB",0.5908
"Interaction AB",0.7457
"Interaction AB",0.3874
"Interaction AB",0.2544
"Interaction AB",0.2096
"Interaction AB",0.571
"Interaction AB",0.5382
"Interaction AB",0.1442
"Interaction AB",0.0838
"Interaction AB",0.0853
"Interaction AB",0.2513
"Interaction AB",0.0904
"Interaction AB",0.2523
"Interaction AB",0.8933
"Interaction AB",0.0702
"Interaction AB",0.3897
"Interaction AB",0.9372
"Interaction AB",0.8788
"Interaction AB",0.251
"Interaction AB",0.5802
"Interaction AB",0.961
"Interaction AB",0.6334
"Interaction AB",0.4592
"Interaction AB",0.2997
"Interaction AB",0.8719
"Interaction AB",0.046
"Interaction AB",0.4832
"Interaction AB",0.7388
"Interaction AB",0.9607
"Interaction AB",0.945
"Interaction AB",0.114
"Interaction AB",0.1682
"Interaction AB",0.8027
"Interaction AB",0.00860000000000005
"Interaction AB",0.899
"Interaction AB",0.2977
"Interaction AB",0.1406
"Interaction AB",0.6726
"Interaction AB",0.042
"Interaction AB",0.5196
"Interaction AB",0.2629
"Interaction AB",0.0373
"Interaction AB",0.2519
"Interaction AB",0.2561
"Interaction AB",0.7885
"Interaction AB",0.5605
"Interaction AB",0.6551
"Interaction AB",0.9821
"Interaction AB",0.7702
"Interaction AB",0.086
"Interaction AB",0.5872
"Interaction AB",0.0334
"Interaction AB",0.9655
"Interaction AB",0.4507
"Interaction AB",0.0324
"Interaction AB",0.1192
"Interaction AB",0.1965
"Interaction AB",0.9663
"Interaction AB",0.6702
"Interaction AB",0.8907
"Interaction AB",0.2504
"Interaction AB",0.713
"Interaction AB",0.8847
"Interaction AB",0.9976
"Interaction AB",0.5792
"Interaction AB",0.4515
"Interaction AB",0.6696
"Interaction AB",0.9806
"Interaction AB",0.5207
"Interaction AB",0.8031
"Interaction AB",0.0558
"Interaction AB",0.2817
"Interaction AB",0.1617
"Interaction AB",0.6512
"Interaction AB",0.4695
"Interaction AB",0.1076
"Interaction AB",0.4142
"Interaction AB",0.1873
"Interaction AB",0.9005
"Interaction AB",0.3931
"Interaction AB",0.0343
"Interaction AB",0.0978
"Interaction AB",0.9809
"Interaction AB",0.4678
"Interaction AB",0.6453
"Interaction AB",0.2198
"Interaction AB",0.5894
"Interaction AB",0.2901
"Interaction AB",0.0125
"Interaction AB",0.4278
"Interaction AB",0.958
"Interaction AB",0.519
"Interaction AB",0.3061
"Interaction AB",0.5968
"Interaction AB",0.3241
"Interaction AB",0.1774
"Interaction AB",0.3854
"Interaction AB",0.7549
"Interaction AB",0.2663
"Interaction AB",0.8134
"Interaction AB",0.509
"Interaction AB",0.7243
"Interaction AB",0.7106
"Interaction AB",0.9245
"Interaction AB",0.7096
"Interaction AB",0.664
"Interaction AB",0.3346
"Interaction AB",0.8159
"Interaction AB",0.8533
"Interaction AB",0.682
"Interaction AB",0.0709
"Interaction AB",0.3722
"Interaction AB",0.7717
"Interaction AB",0.1426
"Interaction AB",0.5233
"Interaction AB",0.6257
"Interaction AB",0.609
"Interaction AB",0.0071
"Interaction AB",0.421
"Interaction AB",0.3556
"Interaction AB",0.6132
"Interaction AB",0.1047
"Interaction AB",0.4699
"Interaction AB",0.2238
"Interaction AB",0.6987
"Interaction AB",0.5433
"Interaction AB",0.8747
"Interaction AB",0.0982
"Interaction AB",0.4289
"Interaction AB",0.3203
"Interaction AB",0.7623
"Interaction AB",0.1928
"Interaction AB",0.2671
"Interaction AB",0.376
"Interaction AB",0.7921
"Interaction AB",0.675
"Interaction AB",0.7773
"Interaction AB",0.7434
"Interaction AB",0.7813
"Interaction AB",0.8906
"Interaction AB",0.1115
"Interaction AB",0.3649
"Interaction AB",0.4719
"Interaction AB",0.2483
"Interaction AB",0.6014
"Interaction AB",0.9096
"Interaction AB",0.9346
"Interaction AB",0.9081
"Interaction AB",0.9815
"Interaction AB",0.1377
"Interaction AB",0.3263
"Interaction AB",0.4697
"Interaction AB",0.7181
"Interaction AB",0.7103
"Interaction AB",0.4478
"Interaction AB",0.6522
"Interaction AB",0.3667
"Interaction AB",0.4931
"Interaction AB",0.3548
"Interaction AB",0.7787
"Interaction AB",0.7639
"Interaction AB",0.139
"Interaction AB",0.6929
"Interaction AB",0.8902
"Interaction AB",0.0352
"Interaction AB",0.597
"Interaction AB",0.2742
"Interaction AB",0.3834
"Interaction AB",0.3272
"Interaction AB",0.9404
"Interaction AB",0.2717
"Interaction AB",0.87
"Interaction AB",0.796
"Interaction AB",0.2336
"Interaction AB",0.3317
"Interaction AB",0.2674
"Interaction AB",0.00209999999999999
"Interaction AB",0.8161
"Interaction AB",0.9491
"Interaction AB",0.0594
"Interaction AB",0.8311
"Interaction AB",0.5585
"Interaction AB",0.823
"Interaction AB",0.0253
"Interaction AB",0.3805
"Interaction AB",0.7414
"Interaction AB",0.6288
"Interaction AB",0.4723
"Interaction AB",0.964
"Interaction AB",0.9194
"Interaction AB",0.2902
"Interaction AB",0.2
"Interaction AB",0.9203
"Interaction AB",0.6212
"Interaction AB",0.5702
"Interaction AB",0.088
"Interaction AB",0.5065
"Interaction AB",0.7457
"Interaction AB",0.903
"Interaction AB",0.9287
"Interaction AB",0.5691
"Interaction AB",0.2282
"Interaction AB",0.0149
"Interaction AB",0.2549
"Interaction AB",0.2349
"Interaction AB",0.301
"Interaction AB",0.589
"Interaction AB",0.2449
"Interaction AB",0.6201
"Interaction AB",0.5321
"Interaction AB",0.4741
"Interaction AB",0.6472
"Interaction AB",0.1334
"Interaction AB",0.1287
"Interaction AB",0.7637
"Interaction AB",0.0327
"Interaction AB",0.1061
"Interaction AB",0.897
"Interaction AB",0.4984
"Interaction AB",0.933
"Interaction AB",0.2496
"Interaction AB",0.4351
"Interaction AB",0.2878
"Interaction AB",0.3902
"Interaction AB",0.2842
"Interaction AB",0.8914
"Interaction AB",0.00470000000000004
"Interaction AB",0.9123
"Interaction AB",0.7383
"Interaction AB",0.2982
"Interaction AB",0.7627
"Interaction AB",0.0999
"Interaction AB",0.7697
"Interaction AB",0.3476
"Interaction AB",0.1096
"Interaction AB",0.5861
"Interaction AB",0.9731
"Interaction AB",0.0573
"Interaction AB",0.9521
"Interaction AB",0.0341
"Interaction AB",0.571
"Interaction AB",0.7247
"Interaction AB",0.8158
"Interaction AB",0.2961
"Interaction AB",0.7843
"Interaction AB",0.428
"Interaction AB",0.7725
"Interaction AB",0.2804
"Interaction AB",0.5984
"Interaction AB",0.9328
"Interaction AB",0.7311
"Interaction AB",0.5065
"Interaction AB",0.1356
"Interaction AB",0.7775
"Interaction AB",0.0974
"Interaction AB",0.1485
"Interaction AB",0.4649
"Interaction AB",0.1123
"Interaction AB",0.4897
"Interaction AB",0.6755
"Interaction AB",0.5296
"Interaction AB",0.2585
"Interaction AB",0.7463
"Interaction AB",0.3599
"Interaction AB",0.7521
"Interaction AB",0.9513
"Interaction AB",0.6812
"Interaction AB",0.5047
"Interaction AB",0.3044
"Interaction AB",0.4774
"Interaction AB",0.6003
"Interaction AB",0.1947
"Interaction AB",0.4843
"Interaction AB",0.2209
"Interaction AB",0.6986
"Interaction AB",0.1944
"Interaction AB",0.1675
"Interaction AB",0.5908
"Interaction AB",0.4656
"Interaction AB",0.5093
"Interaction AB",0.7857
"Interaction AB",0.3389
"Interaction AB",0.4001
"Interaction AB",0.2513
"Interaction AB",0.381
"Interaction AB",0.1437
"Interaction AB",0.8095
"Interaction AB",0.7995
"Interaction AB",0.9802
"Interaction AB",0.6299
"Interaction AB",0.3953
"Interaction AB",0.6715
"Interaction AB",0.4747
"Interaction AB",0.8947
"Interaction AB",0.8996
"Interaction AB",0.2492
"Interaction AB",0.3589
"Interaction AB",0.0347
"Interaction AB",0.972
"Interaction AB",0.4789
"Interaction AB",0.4708
"Interaction AB",0.1141
"Interaction AB",0.1167
"Interaction AB",0.6922
"Interaction AB",0.9564
"Interaction AB",0.3009
"Interaction AB",0.9648
"Interaction AB",0.1145
"Interaction AB",0.5301
"Interaction AB",0.4112
"Interaction AB",0.4213
"Interaction AB",0.2662
"Interaction AB",0.0575
"Interaction AB",0.8722
"Interaction AB",0.3681
"Interaction AB",0.6097
"Interaction AB",0.0965
"Interaction AB",0.977
"Interaction AB",0.9288
"Interaction AB",0.9009
"Interaction AB",0.7089
"Interaction AB",0.5675
"Interaction AB",0.9441
"Interaction AB",0.1216
"Interaction AB",0.5865
"Interaction AB",0.8019
"Interaction AB",0.4095
"Interaction AB",0.6981
"Interaction AB",0.3766
"Interaction AB",0.8485
"Interaction AB",0.1461
"Interaction AB",0.3169
"Interaction AB",0.3803
"Interaction AB",0.4341
"Interaction AB",0.6808
"Interaction AB",0.6559
"Interaction AB",0.6597
"Interaction AB",0.8807
"Interaction AB",0.00219999999999998
"Interaction AB",0.3188
"Interaction AB",0.4168
"Interaction AB",0.7203
"Interaction AB",0.6781
"Interaction AB",0.4097
"Interaction AB",0.5051
"Interaction AB",0.4458
"Interaction AB",0.9033
"Interaction AB",0.9486
"Interaction AB",0.7668
"Interaction AB",0.0361
"Interaction AB",0.1763
"Interaction AB",0.352
"Interaction AB",0.745
"Interaction AB",0.6974
"Interaction AB",0.6432
"Interaction AB",0.4551
"Interaction AB",0.6818
"Interaction AB",0.7613
"Interaction AB",0.7067
"Interaction AB",0.3419
"Interaction AB",0.8859
"Interaction AB",0.9906
"Interaction AB",0.7562
"Interaction AB",0.6383
"Interaction AB",0.2344
"Interaction AB",0.2479
"Interaction AB",0.2002
"Interaction AB",0.5044
"Interaction AB",0.3977
"Interaction AB",0.4005
"Interaction AB",0.2627
"Interaction AB",0.7042
"Interaction AB",0.8519
"Interaction AB",0.5844
"Interaction AB",0.4809
"Interaction AB",0.6949
"Interaction AB",0.2358
"Interaction AB",0.2442
"Interaction AB",0.996
"Interaction AB",0.8852
"Interaction AB",0.7839
"Interaction AB",0.4632
"Interaction AB",0.6471
"Interaction AB",0.4042
"Interaction AB",0.4459
"Interaction AB",0.4596
"Interaction AB",0.3005
"Interaction AB",0.4091
"Interaction AB",0.5299
"Interaction AB",0.1757
"Interaction AB",0.7896
"Interaction AB",0.035
"Interaction AB",0.4451
"Interaction AB",0.0903
"Interaction AB",0.7252
"Interaction AB",0.609
"Interaction AB",0.7115
"Interaction AB",0.5105
"Interaction AB",0.1851
"Interaction AB",0.7811
"Interaction AB",0.5907
"Interaction AB",0.0492
"Interaction AB",0.8117
"Interaction AB",0.3529
"Interaction AB",0.2435
"Interaction AB",0.7459
"Interaction AB",0.0601
"Interaction AB",0.4313
"Interaction AB",0.1512
"Interaction AB",0.909
"Interaction AB",0.3662
"Interaction AB",0.1448
"Interaction AB",0.6063
"Interaction AB",0.1471
"Interaction AB",0.1118
"Interaction AB",0.3787
"Interaction AB",0.455
"Interaction AB",0.5402
"Interaction AB",0.1905
"Interaction AB",0.1367
"Interaction AB",0.268
"Interaction AB",0.6606
"Interaction AB",0.0125999999999999
"Interaction AB",0.032
"Interaction AB",0.515
"Interaction AB",0.386
"Interaction AB",0.4933
"Interaction AB",0.5376
"Interaction AB",0.7172
"Interaction AB",0.5992
"Interaction AB",0.4958
"Interaction AB",0.2626
"Interaction AB",0.4657
"Interaction AB",0.5687
"Interaction AB",0.583
"Interaction AB",0.4161
"Interaction AB",0.5044
"Interaction AB",0.9184
"Interaction AB",0.2982
"Interaction AB",0.9576
"Interaction AB",0.0871
"Interaction AB",0.3087
"Interaction AB",0.7549
"Interaction AB",0.5338
"Interaction AB",0.2731
"Interaction AB",0.1318
"Interaction AB",0.9871
"Interaction AB",0.799
"Interaction AB",0.3286
"Interaction AB",0.7524
"Interaction AB",0.2129
"Interaction AB",0.6754
"Interaction AB",0.7536
"Interaction AB",0.1499
"Interaction AB",0.5359
"Interaction AB",0.5882
"Interaction AB",0.0134
"Interaction AB",0.2158
"Interaction AB",0.6679
"Interaction AB",0.7258
"Interaction AB",0.4969
"Interaction AB",0.7106
"Interaction AB",0.3051
"Interaction AB",0.793
"Interaction AB",0.9829
"Interaction AB",0.6619
"Interaction AB",0.8683
"Interaction AB",0.819
"Interaction AB",0.0157
"Interaction AB",0.609
"Interaction AB",0.7962
"Interaction AB",0.3531
"Interaction AB",0.7465
"Interaction AB",0.1898
"Interaction AB",0.9253
"Interaction AB",0.9661
"Interaction AB",0.00919999999999999
"Interaction AB",0.9181
"Interaction AB",0.0381
"Interaction AB",0.5365
"Interaction AB",0.1563
"Interaction AB",0.3289
"Interaction AB",0.1851
"Interaction AB",0.3131
"Interaction AB",0.8709
"Interaction AB",0.9781
"Interaction AB",0.3035
"Interaction AB",0.0699
"Interaction AB",0.55
"Interaction AB",0.1905
"Interaction AB",0.4425
"Interaction AB",0.0673
"Interaction AB",0.197
"Interaction AB",0.1539
"Interaction AB",0.2496
"Interaction AB",0.9305
"Interaction AB",0.7978
"Interaction AB",0.6932
"Interaction AB",0.8704
"Interaction AB",0.8014
"Interaction AB",0.4893
"Interaction AB",0.8952
"Interaction AB",0.5292
"Interaction AB",0.9082
"Interaction AB",0.5581
"Interaction AB",0.1755
"Interaction AB",0.1081
"Interaction AB",0.3145
"Interaction AB",0.1998
"Interaction AB",0.2667
"Interaction AB",0.00980000000000003
"Interaction AB",0.8541
"Interaction AB",0.1021
"Interaction AB",0.1299
"Interaction AB",0.3262
"Interaction AB",0.8213
"Interaction AB",0.2652
"Interaction AB",0.2885
"Interaction AB",0.9723
"Interaction AB",0.8253
"Interaction AB",0.5582
"Interaction AB",0.7453
"Interaction AB",0.0939
"Interaction AB",0.9572
"Interaction AB",0.6466
"Interaction AB",0.4405
"Interaction AB",0.5718
"Interaction AB",0.6989
"Interaction AB",0.2337
"Interaction AB",0.602
"Interaction AB",0.3641
"Interaction AB",0.5684
"Interaction AB",0.9118
"Interaction AB",0.6562
"Interaction AB",0.6823
"Interaction AB",0.3843
"Interaction AB",0.4506
"Interaction AB",0.8236
"Interaction AB",0.7967
"Interaction AB",0.3098
"Interaction AB",0.5717
"Interaction AB",0.9097
"Interaction AB",0.7115
"Interaction AB",0.3832
"Interaction AB",0.12
"Interaction AB",0.875
"Interaction AB",0.217
"Interaction AB",0.6464
"Interaction AB",0.7506
"Interaction AB",0.93
"Interaction AB",0.8701
"Interaction AB",0.5801
"Interaction AB",0.0908
"Interaction AB",0.8829
"Interaction AB",0.3825
"Interaction AB",0.6964
"Interaction AB",0.0444
"Interaction AB",0.8726
"Interaction AB",0.537
"Interaction AB",0.3176
"Interaction AB",0.5013
"Interaction AB",0.727
"Interaction AB",0.6298
"Interaction AB",0.5964
"Interaction AB",0.9624
"Interaction AB",0.2326
"Interaction AB",0.2483
"Interaction AB",0.1106
"Interaction AB",0.3762
"Interaction AB",0.2116
"Interaction AB",0.9624
"Interaction AB",0.8475
"Interaction AB",0.4494
"Interaction AB",0.6967
"Interaction AB",0.0409
"Interaction AB",0.3575
"Interaction AB",0.6465
"Interaction AB",0.176
"Interaction AB",0.8609
"Interaction AB",0.0639
"Interaction AB",0.6724
"Interaction AB",0.7985
"Interaction AB",0.3809
"Interaction AB",0.1526
"Interaction AB",0.7706
"Interaction AB",0.8963
"Interaction AB",0.0452
"Interaction AB",0.7512
"Interaction AB",0.7301
"Interaction AB",0.3758
"Interaction AB",0.2543
"Interaction AB",0.3364
"Interaction AB",0.4339
"Interaction AB",0.8116
"Interaction AB",0.4642
"Interaction AB",0.3572
"Interaction AB",0.2102
"Interaction AB",0.8599
"Interaction AB",0.7391
"Interaction AB",0.4107
"Interaction AB",0.2721
"Interaction AB",0.3938
"Interaction AB",0.5395
"Interaction AB",0.5688
"Interaction AB",0.5844
"Interaction AB",0.675
"Interaction AB",0.2966
"Interaction AB",0.1121
"Interaction AB",0.5859
"Interaction AB",0.8288
"Interaction AB",0.3207
"Interaction AB",0.7333
"Interaction AB",0.073
"Interaction AB",0.6651
"Interaction AB",0.5542
"Interaction AB",0.0135
"Interaction AB",0.5414
"Interaction AB",0.6168
"Interaction AB",0.9397
"Interaction AB",0.7201
"Interaction AB",0.9276
"Interaction AB",0.0425
"Interaction AB",0.8965
"Interaction AB",0.7351
"Interaction AB",0.5191
"Interaction AB",0.8112
"Interaction AB",0.2999
"Interaction AB",0.9456
"Interaction AB",0.4185
"Interaction AB",0.564
"Interaction AB",0.5448
"Interaction AB",0.7565
"Interaction AB",0.00549999999999995
"Interaction AB",0.987
"Interaction AB",0.7089
"Interaction AB",0.301
"Interaction AB",0.0373
"Interaction AB",0.463
"Interaction AB",0.7846
"Interaction AB",0.053
"Interaction AB",0.0293
"Interaction AB",0.2958
"Interaction AB",0.7674
"Interaction AB",0.8896
"Interaction AB",0.4678
"Interaction AB",0.7708
"Interaction AB",0.0525
"Interaction AB",0.2151
"Interaction AB",0.7833
"Interaction AB",0.7773
"Interaction AB",0.2835
"Interaction AB",0.1711
"Interaction AB",0.116
"Interaction AB",0.5993
"Interaction AB",0.3705
"Interaction AB",0.8585
"Interaction AB",0.2476
"Interaction AB",0.5768
"Interaction AB",0.6598
"Interaction AB",0.4588
"Interaction AB",0.0601
"Interaction AB",0.63
"Interaction AB",0.1638
"Interaction AB",0.7475
"Interaction AB",0.589
"Interaction AB",0.6368
"Interaction AB",0.7686
"Interaction AB",0.3207
"Interaction AB",0.2552
"Interaction AB",0.5732
"Interaction AB",0.5355
"Interaction AB",0.429
"Interaction AB",0.6255
"Interaction AB",0.1069
"Interaction AB",0.8476
"Interaction AB",0.9101
"Interaction AB",0.7428
"Interaction AB",0.29
"Interaction AB",0.204
"Interaction AB",0.4142
"Interaction AB",0.2248
"Interaction AB",0.6693
"Interaction AB",0.7589
"Interaction AB",0.7953
"Interaction AB",0.7179
"Interaction AB",0.3436
"Interaction AB",0.4243
"Interaction AB",0.8839
"Interaction AB",0.5565
"Interaction AB",0.2474
"Interaction AB",0.902
"Interaction AB",0.6656
"Interaction AB",0.353
"Interaction AB",0.1954
"Interaction AB",0.8917
"Interaction AB",0.4435
"Interaction AB",0.5678
"Interaction AB",0.8118
"Interaction AB",0.7912
"Interaction AB",0.3533
"Interaction AB",0.8435
"Interaction AB",0.3823
"Interaction AB",0.6401
"Interaction AB",0.8728
"Interaction AB",0.7612
"Interaction AB",0.2287
"Interaction AB",0.5425
"Interaction AB",0.4427
"Interaction AB",0.7742
"Interaction AB",0.2869
"Interaction AB",0.1716
"Interaction AB",0.4738
"Interaction AB",0.5687
"Interaction AB",0.6259
"Interaction AB",0.3942
"Interaction AB",0.68
"Interaction AB",0.4035
"Interaction AB",0.8668
"Interaction AB",0.7069
"Interaction AB",0.7583
"Interaction AB",0.2659
"Interaction AB",0.8583
"Interaction AB",0.00609999999999999
"Interaction AB",0.8271
"Interaction AB",0.9504
"Interaction AB",0.8161
"Interaction AB",0.8236
"Interaction AB",0.5491
"Interaction AB",0.5402
"Interaction AB",0.8672
"Interaction AB",0.4811
"Interaction AB",0.9271
"Interaction AB",0.679
"Interaction AB",0.2363
"Interaction AB",0.2202
"Interaction AB",0.0389
"Interaction AB",0.5306
"Interaction AB",0.9158
"Interaction AB",0.5899
"Interaction AB",0.4104
"Interaction AB",0.7549
"Interaction AB",0.0765
"Interaction AB",0.109
"Interaction AB",0.7835
"Interaction AB",0.0206
"Interaction AB",0.276
"Interaction AB",0.7003
"Interaction AB",0.6183
"Interaction AB",0.8444
"Interaction AB",0.4612
"Interaction AB",0.3185
"Interaction AB",0.6682
"Interaction AB",0.2452
"Interaction AB",0.048
"Interaction AB",0.3162
"Interaction AB",0.4907
"Interaction AB",0.3224
"Interaction AB",0.2474
"Interaction AB",0.2391
"Interaction AB",0.5852
"Interaction AB",0.00639999999999996
"Interaction AB",0.6932
"Interaction AB",0.0958
"Interaction AB",0.5293
"Interaction AB",0.4242
"Interaction AB",0.5213
"Interaction AB",0.1172
"Interaction AB",0.992
"Interaction AB",0.5247
"Interaction AB",0.5161
"Interaction AB",0.9206
"Interaction AB",0.4532
"Interaction AB",0.9729
"Interaction AB",0.9815
"Interaction AB",0.9604
"Interaction AB",0.2383
"Interaction AB",0.7896
"Interaction AB",0.4273
"Interaction AB",0.712
"Interaction AB",0.5732
"Interaction AB",0.212
"Interaction AB",0.9197
"Interaction AB",0.0405
"Interaction AB",0.0782
"Interaction AB",0.1061
"Interaction AB",0.6541
"Interaction AB",0.0669
"Interaction AB",0.5416
"Interaction AB",0.6366
"Interaction AB",0.2619
"Interaction AB",0.7211
"Interaction AB",0.443
"Interaction AB",0.3103
"Interaction AB",0.4872
"Interaction AB",0.791
"Interaction AB",0.5233
"Interaction AB",0.1833
"Interaction AB",0.1115
"Interaction AB",0.6084
"Interaction AB",0.1062
"Interaction AB",0.4596
"Interaction AB",0.198
"Interaction AB",0.107
"Interaction AB",0.7069
"Interaction AB",0.6178
"Interaction AB",0.754
"Interaction AB",0.0249
"Interaction AB",0.5341
"Interaction AB",0.3617
"Interaction AB",0.7527
"Interaction AB",0.391
"Interaction AB",0.9993
"Interaction AB",0.4969
"Interaction AB",0.2966
"Interaction AB",0.8712
"Interaction AB",0.418
"Interaction AB",0.9882
"Interaction AB",0.5377
"Interaction AB",0.7225
"Interaction AB",0.0610000000000001
"Interaction AB",0.6396
"Interaction AB",0.3196
"Interaction AB",0.1747
"Interaction AB",0.6567
"Interaction AB",0.6825
"Interaction AB",0.9647
"Interaction AB",0.5694
"Interaction AB",0.5197
"Interaction AB",0.9444
